"";"Склад";"Тип";"Номер";"Име на материал";"Мярка";"Наличност";"Средна покупна цена";"Стойност по средна доставна цена";"Последна покупна цена";"Продажна цена";"Сума пр.цени";"Среден % надценка";"Основен доставчик";"Основен доставчик - обект";"Основен доставчик - лице за контакт";"Производител";"Блокиран";"Дата на последна промяна";"Спецификация";"Средна покупна цена без ДДС";"Последна покупна цена без ДДС";"Вид на продукта";"Промоции";"Договорена покупна цена";"Договорена покупна цена % то";"Договорена покупна цена от дата";"Договорена покупна цена до дата";"Последен доставчик";"Последен доставчик Oбект";"Последен доставчик Лице за контакт";"Алтернативен доставчик";"Алтернативен доставчик Oбект";"Алтернативен доставчик Лице за контакт";"Баркод";"Категории"
"Грешно";"Склад";"Материал";"142";"РАЗКЛ. 3 ГН.-КРЪГ";"броя";"0.000";"7.99";"0";"7.99";"15";"0";"87.73";"";"";"";"";"не";"06.04.2024  21:36:21";"";"6.66";"6.66";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"144";"LAN SWITCH TENDA SG108 8P GBIT";"броя";"0.000";"34.06";"0";"34.06";"46";"0";"35.05";"";"";"";"";"не";"06.04.2024  21:36:21";"";"28.38";"28.38";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Мрежови устройства"
"Грешно";"Склад";"Материал";"145";"Камера bullet IP 6MP, WDR, motorized lens 2.7-13.5mm, IR 50m";"броя";"0.000";"536.88";"0";"536.88";"716";"0";"33.36";"";"";"";"";"не";"03.04.2024  16:08:10";"";"447.4";"447.4";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"ip камери"
"Грешно";"Склад";"Материал";"146";"Мрежов видеорекордер 16ch NVR5216-4KS2";"броя";"0.000";"517.51";"0";"517.51";"932";"0";"80.09";"";"";"";"";"не";"11.01.2021  10:57:13";"";"431.26";"431.26";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Записващи устройства"
"Грешно";"Склад";"Материал";"147";"Стойка за стълб до 10кг PFA150-V2";"броя";"0.000";"33.44";"0";"33.44";"45";"0";"34.56";"";"";"";"";"не";"06.04.2024  21:36:21";"";"27.87";"27.87";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"148";"Камера mini-bullet IP, 4MP, WDR, 2.8mm, IR 30m IPC-HFW1431S-";"броя";"0.000";"191.87";"0";"191.87";"256";"0";"33.42";"";"";"";"";"не";"03.04.2024  16:08:10";"";"159.89";"159.89";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"ip камери"
"Грешно";"Склад";"Материал";"149";"Съединение водоустойчиво за булет камери PFA134";"броя";"0.000";"10.56";"0";"10.56";"14.1";"0";"33.52";"";"";"";"";"не";"06.04.2024  21:36:17";"";"8.8";"8.8";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"151";"Суич PoE 4-портов PFS3005-4P-58";"броя";"0.000";"65.71";"0";"65.71";"82";"0";"24.79";"";"";"";"";"не";"06.04.2024  21:36:19";"";"54.76";"54.76";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Захранвания и poe"
"Грешно";"Склад";"Материал";"152";"Камера dome IP 2MP, 2.8mm, IR 30m IPC-HDW1230S";"броя";"0.000";"102.14";"0";"105.26";"162";"0";"58.6";"";"";"";"";"не";"20.04.2024  17:37:06";"";"85.12";"87.72";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"ip камери"
"Грешно";"Склад";"Материал";"155";"Такса абонаментен договор за СИМ Тремол 6 месеца";"броя";"0.000";"29.8";"0";"29.8";"72";"0";"141.61";"";"";"";"";"не";"20.12.2023  11:26:41";"";"24.83";"24.83";"";"0";"";"";"";"";"ТРЕМОЛ ООД";"";"";"";"";"";"";"Касови апарати"
"Грешно";"Склад";"Материал";"157";"Видеорекордер 16ch Penta-brid, Compact, XVR1B16";"броя";"0.000";"225.31";"0";"225.31";"300";"0";"33.14";"";"";"";"";"не";"25.09.2019  17:44:33";"";"187.76";"187.76";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Записващи устройства"
"Грешно";"Склад";"Материал";"163";"Баркод скенер Z-3151HS USB";"броя";"0.000";"156";"0";"156";"181.44";"0";"16.3";"";"";"";"";"не";"";"";"130";"130";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"164";"NOTEBOOK ASUS X540MA";"броя";"0.000";"619.61";"0";"619.61";"700";"0";"12.97";"";"";"";"";"не";"02.10.2019  17:09:40";"";"516.34";"516.34";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"166";"АКУМУЛАТОР 6V/5AH";"броя";"0.000";"18";"0";"18";"18";"0";"0";"";"";"";"";"не";"02.10.2019  16:25:51";"";"15";"15";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"Електронни везни"
"Грешно";"Склад";"Материал";"167";"Барко кабел SYMBOL USB";"броя";"0.000";"10.01";"0";"10";"25";"0";"149.75";"";"";"";"";"не";"18.12.2023  14:17:11";"";"8.34";"8.33";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"168";"КЛЮЧАЛКА ЗА СЕЙФ БГ BDR-100H";"броя";"0.000";"4.8";"0";"4.8";"10.8";"0";"125";"";"";"";"";"не";"07.10.2019  18:47:21";"";"4";"4";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"169";"Съвместим тонер HP83A";"броя";"0.000";"24";"0";"24";"48";"0";"100";"";"";"";"";"не";"10.03.2020  15:16:16";"";"20";"20";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"170";"PRINTER CANON MF-742CDW";"броя";"0.000";"806.83";"0";"806.83";"900";"0";"11.54";"";"";"";"";"не";"06.04.2024  21:26:16";"";"672.36";"672.36";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Принтери"
"Грешно";"Склад";"Материал";"171";"Лайсна";"броя";"0.000";"7";"0";"7";"12";"0";"71.42";"";"";"";"";"не";"06.04.2024  21:36:17";"";"5.83";"5.83";"";"0";"";"";"";"";"ЕТ КОМО-62-ПЛАМЕН ПЕКИН";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"172";"Нефискален мобилен принтер Daisy MX 21";"броя";"0.000";"0";"0";"0";"226.8";"0";"";"";"";"";"";"не";"17.03.2022  14:35:56";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"ПОС принтери"
"Грешно";"Склад";"Материал";"173";"Зареждане тонер HP17A";"броя";"0.000";"33.9";"0";"33.9";"48";"0";"41.59";"";"";"";"";"не";"06.04.2024  21:36:21";"";"28.25";"28.25";"";"0";"";"";"";"";"ПОЛИМАКС 55 ООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"174";"Конзола за EVL";"броя";"0.000";"24";"0";"24";"36";"0";"50";"";"";"";"";"не";"";"";"20";"20";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"Електронни везни"
"Грешно";"Склад";"Материал";"176";"Ремонт на МК Smart 8";"броя";"0.000";"10.8";"0";"10.8";"15";"0";"38.88";"";"";"";"";"не";"15.10.2019  14:42:37";"";"9";"9";"";"0";"";"";"";"";"ДИЛКОМ БЪЛГАРИЯ ООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"177";"РЧ-МК-Jolly-L46/8";"броя";"0.000";"4.34";"0";"4.34";"7";"0";"61.29";"";"";"";"";"не";"15.10.2019  14:42:38";"";"3.62";"3.62";"";"0";"";"";"";"";"ДИЛКОМ БЪЛГАРИЯ ООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"178";"РЧ-МК-Jolly-P51";"броя";"0.000";"0.46";"0";"0.46";"0.7";"0";"52.17";"";"";"";"";"не";"15.10.2019  14:42:38";"";"0.38";"0.38";"";"0";"";"";"";"";"ДИЛКОМ БЪЛГАРИЯ ООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"179";"МК-Blitz S16";"броя";"0.000";"144";"0";"144";"168";"0";"16.66";"";"";"";"";"не";"15.10.2019  14:52:10";"";"120";"120";"";"0";"";"";"";"";"ДИЛКОМ БЪЛГАРИЯ ООД";"";"";"";"";"";"";"МАРКЕР КЛЕЩИ"
"Грешно";"Склад";"Материал";"181";"Скенер SYM LS 1203 USB";"броя";"0.000";"158";"0";"158";"189";"0";"19.62";"";"";"";"";"не";"15.10.2019  14:52:10";"";"131.67";"131.67";"";"0";"";"";"";"";"ЕЛТРЕЙД ООД";"";"";"";"";"";"";"Бета пос"
"Грешно";"Склад";"Материал";"182";"Разклонителна кутия ПКОМ";"броя";"0.000";"4.77";"0";"2.03";"14";"0";"193.5";"";"";"";"";"не";"07.04.2024  10:18:23";"";"3.97";"1.69";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"184";"Мрежов видеорекордер NVR5208-4KS2";"броя";"0.000";"491.23";"0";"491.23";"702";"0";"42.9";"";"";"";"";"не";"06.04.2024  21:26:16";"";"409.36";"409.36";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Записващи устройства"
"Грешно";"Склад";"Материал";"185";"Камера mini dome IP, 2MP, IR 20m IPC-HDBW4231F";"броя";"0.000";"198.79";"0";"198.79";"284";"0";"42.86";"";"";"";"";"не";"03.04.2024  16:08:10";"";"165.66";"165.66";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"ip камери"
"Грешно";"Склад";"Материал";"186";"Камера Dome IP, 2MP, Eyeball, IR 50m IPC-HDW4231EM";"броя";"0.000";"236.58";"0";"236.58";"346";"0";"46.25";"";"";"";"";"не";"03.04.2024  16:08:10";"";"197.15";"197.15";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"ip камери"
"Грешно";"Склад";"Материал";"187";"Камера dome IP 6MP, Eyeball, IR 50m";"броя";"0.000";"294.08";"0";"294.08";"420";"0";"42.81";"";"";"";"";"не";"06.04.2024  21:26:15";"";"245.07";"245.07";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"189";"Мрежов видеорекордер NVR2104-4KS2";"броя";"0.000";"163.11";"0";"175.79";"197";"0";"20.77";"";"";"";"";"не";"06.04.2024  21:26:14";"";"135.92";"146.49";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Записващи устройства"
"Грешно";"Склад";"Материал";"190";"Камера turret IP, 2mp ipc-t1b20-0280b";"броя";"0.000";"56.33";"0";"56.33";"132";"0";"134.33";"";"";"";"";"не";"03.04.2024  16:08:10";"";"46.94";"46.94";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"ip камери"
"Грешно";"Склад";"Материал";"192";"Печат и персонализация на карти";"броя";"0.000";"2";"0";"2";"2.85";"0";"42.5";"";"";"";"";"не";"18.08.2021  9:38:19";"";"1.67";"1.67";"";"0";"";"";"";"";"КАРТИ - ООД";"";"";"";"";"";"";"Карти"
"Грешно";"Склад";"Материал";"193";"Нефискален мобилен принтер Daisy NX 21";"броя";"0.000";"0";"0";"0";"238.8";"0";"";"";"";"";"";"не";"17.03.2022  14:36:31";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"ПОС принтери"
"Грешно";"Склад";"Материал";"194";"MONITOR ACER 19.5 V206HQLAB/LED";"броя";"0.000";"119.46";"0";"119.46";"145";"0";"21.37";"";"";"";"";"не";"06.04.2024  21:26:14";"";"99.55";"99.55";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"195";"Мобилен терминал втора употреба";"броя";"0.000";"240";"0";"240";"450";"0";"87.5";"";"";"";"";"не";"06.04.2024  21:26:15";"";"200";"200";"";"0";"";"";"";"";"""ТИП ТОП ТРЕЙДИНГ "" ЕООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"196";"HP G3Q34A LJ PRO M102A PRN";"броя";"0.000";"150.2";"0";"150.2";"190";"0";"26.49";"";"";"";"";"не";"09.11.2019  11:25:48";"";"125.17";"125.17";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Принтери"
"Грешно";"Склад";"Материал";"197";"NOTEBOOK ACER A314-31-P3JM, N4200, 14";"броя";"0.000";"643.08";"0";"643.08";"717.6";"0";"11.58";"";"";"";"";"не";"23.03.2020  14:01:20";"";"535.9";"535.9";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"198";"NOTEBOOK ASUS X507UA-EJ1055, 4417U,15.6";"броя";"0.000";"584.4";"0";"584.4";"658.8";"0";"12.73";"";"";"";"";"не";"06.04.2024  21:26:16";"";"487";"487";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"199";"HP G3Q58A LJ PRO MFP M130NW PRNT";"броя";"0.000";"286.33";"0";"286.33";"320.4";"0";"11.89";"";"";"";"";"не";"02.01.2020  12:38:34";"";"238.61";"238.61";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Принтери"
"Грешно";"Склад";"Материал";"200";"KEYBOARD A4 Tech KM-720 USB";"броя";"0.000";"12.19";"0";"12.19";"17.8";"0";"46.02";"";"";"";"";"не";"06.04.2024  21:36:17";"";"10.16";"10.16";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"203";"МОН-17-TFT/HP LE1711";"броя";"0.000";"30";"0";"30";"65";"0";"116.66";"";"";"";"";"не";"06.04.2024  17:37:21";"";"25";"25";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"205";"MK-Blitz-C8";"броя";"0.000";"81.6";"0";"84";"100.8";"0";"23.52";"";"";"";"";"не";"";"";"68";"70";"";"0";"";"";"";"";"ДИЛКОМ БЪЛГАРИЯ ООД";"";"";"";"";"";"01181521";"МАРКЕР КЛЕЩИ"
"Грешно";"Склад";"Материал";"206";"Компютърно захранване";"броя";"0.000";"15";"0";"15";"38.5";"0";"156.66";"";"";"";"";"не";"23.08.2022  15:27:46";"";"12.5";"12.5";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"207";"Съвместим тонер касета SAM 101";"броя";"0.000";"30";"0";"30";"49";"0";"63.33";"";"";"";"";"не";"29.11.2019  12:31:59";"";"25";"25";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"208";"MONITOR ASUS 18.5 VS197DE /LED";"броя";"0.000";"129.08";"0";"129.08";"146.4";"0";"13.41";"";"";"";"";"не";"28.11.2019  10:27:51";"";"107.57";"107.57";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"209";"Касов апарат Daisy Perfect M 01 стационарен";"броя";"0.000";"0";"0";"0";"286.8";"0";"";"";"";"";"";"не";"28.07.2023  15:52:32";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Касови апарати"
"Грешно";"Склад";"Материал";"211";"Камера втора употреба";"броя";"0.000";"0";"0";"0";"95";"0";"";"";"";"";"";"не";"03.04.2024  16:09:20";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Камери hdcvi"
"Грешно";"Склад";"Материал";"212";"Съединител  KANON 9Ж";"броя";"0.000";"0.68";"0";"0.4";"1";"0";"47.05";"";"";"";"";"не";"06.04.2024  17:37:23";"";"0.56";"0.33";"";"0";"";"";"";"";"РАДИМЕКС ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"213";"HDD ADATA SSD SU650 240 GB 3D NAND";"броя";"0.000";"46.7";"0";"45.18";"60";"0";"28.47";"";"";"";"";"не";"06.04.2024  17:37:21";"";"38.5";"37.65";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Хард дискове"
"Грешно";"Склад";"Материал";"214";"MONITOR 19 LG 19MB15T-I /TOUCH SCREEN";"броя";"0.000";"410.72";"0";"410.72";"486";"0";"18.32";"";"";"";"";"не";"04.03.2021  9:41:58";"";"342.27";"342.27";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"217";"БАРКОД СКЕНЕР Z-3250BT";"броя";"0.000";"192";"0";"192";"198.72";"0";"3.5";"";"";"";"";"не";"";"";"160";"160";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"218";"Захранващ кабел Cord 3 Prong 3x0.75 1.5m";"броя";"0.000";"3.5";"0";"3.5";"4.6";"0";"31.42";"";"";"";"";"не";"06.04.2024  21:36:21";"";"2.92";"2.92";"";"0";"";"";"";"";"АДМИН БГ ООД";"";"";"";"";"";"";"Кабели"
"Грешно";"Склад";"Материал";"219";"Зарядно за HP 19 V 4.74A 90W (7.5x5.0)";"броя";"0.000";"28.99";"0";"28.99";"37.7";"0";"30.04";"";"";"";"";"не";"05.12.2019  13:43:14";"";"24.16";"24.16";"";"0";"";"";"";"";"АДМИН БГ ООД";"";"";"";"";"";"";"Адаптер"
"Грешно";"Склад";"Материал";"220";"Батерия HP G42 G62 DM4 DV5-2000 CQ62 CQ";"броя";"0.000";"63";"0";"63";"81.9";"0";"30";"";"";"";"";"не";"05.12.2019  13:43:14";"";"52.5";"52.5";"";"0";"";"";"";"";"АДМИН БГ ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"221";"Безжичен рутер TP-Link";"броя";"0.000";"45";"0";"45";"58";"0";"28.88";"";"";"";"";"не";"10.12.2019  13:45:26";"";"37.5";"37.5";"";"0";"";"";"";"";"ЖАР ЕООД";"";"";"";"";"";"";"Рутер"
"Грешно";"Склад";"Материал";"224";"Касова книга А4";"броя";"0.000";"3.41";"0";"3.41";"4.9";"0";"43.69";"";"";"";"";"не";"06.04.2024  21:36:21";"";"2.84";"2.84";"";"0";"";"";"";"";"О ПЛЮС ЕООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"225";"USB  Разклонител";"броя";"0.000";"13.5";"0";"13.5";"18";"0";"33.33";"";"";"";"";"не";"13.12.2019  13:27:51";"";"11.25";"11.25";"";"0";"";"";"";"";"ЕТ ""Анжи- П.Ангелова""";"";"";"";"";"";"4007249121318";"Компоненти и части"
"Грешно";"Склад";"Материал";"226";"Смяна на барабан";"броя";"0.000";"0";"0";"0";"12";"0";"";"";"";"";"";"не";"06.04.2024  21:36:21";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"228";"мотор z-6010";"броя";"0.000";"31.2";"0";"31.2";"39";"0";"25";"";"";"";"";"не";"28.12.2019  15:35:16";"";"26";"26";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"229";"Кабел mini USB";"броя";"0.000";"0";"0";"0";"6";"0";"";"";"";"";"";"не";"06.04.2024  21:36:21";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Кабели"
"Грешно";"Склад";"Материал";"231";"Monitor LG 23"", 23ET63V-W, TOUCH 10";"броя";"0.000";"603.18";"0";"603.18";"739.2";"0";"22.55";"";"";"";"";"не";"06.04.2024  21:26:16";"";"502.65";"502.65";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"232";"POS terminal P2C J-100 intel Cel J1900 F-NN 4G";"броя";"0.000";"1138.8";"0";"1138.8";"1380";"0";"21.18";"";"";"";"";"не";"06.04.2024  21:26:16";"";"949";"949";"";"0";"";"";"";"";"ДЕЙЗИ ТЕХНОЛОДЖИ - ЕООД";"";"";"";"";"";"";"ПОС терминал"
"Грешно";"Склад";"Материал";"234";"Стойка Poindus";"броя";"0.000";"35";"0";"35";"80";"0";"128.57";"";"";"";"";"не";"06.04.2024  21:36:21";"";"29.17";"29.17";"";"0";"";"";"";"";"МИСТРАЛ СОФТУЕР  ЕООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"236";"Безконтактна RFID карта- ISO стандарт";"броя";"0.000";"0.85";"0";"1.08";"3";"0";"252.94";"";"";"";"";"не";"06.04.2024  17:37:23";"";"0.71";"0.9";"";"0";"";"";"";"";"Полимекс Холдинг ЕООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"237";"Съвместим тонер HP";"броя";"0.000";"74.4";"0";"74.4";"45";"0";"-39.51";"";"";"";"";"не";"06.04.2024  21:36:21";"";"62";"62";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"238";"БАРКОД СКЕНЕР HR3250-S5S";"броя";"0.000";"204";"0";"204";"265.2";"0";"30";"";"";"";"";"не";"14.01.2020  14:37:09";"";"170";"170";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"239";"CARTRIDGE CANON CRG 055 CYAN";"броя";"0.000";"161.74";"0";"161.74";"134.78";"0";"-16.66";"";"";"";"";"не";"06.04.2024  21:26:14";"";"134.78";"134.78";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"240";"CARTRIDGE CANON CRG 055 MAGENTA";"броя";"0.000";"161.74";"0";"161.74";"134.78";"0";"-16.66";"";"";"";"";"не";"06.04.2024  21:26:14";"";"134.78";"134.78";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"241";"CARTRIDGE CANON CRG 055 YELLOW";"броя";"0.000";"161.74";"0";"161.74";"134.78";"0";"-16.66";"";"";"";"";"не";"06.04.2024  21:26:14";"";"134.78";"134.78";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"242";"КОМПЮТЪР / LENOVO M72e TINY";"броя";"0.000";"96";"0";"96";"266.66";"0";"177.77";"";"";"";"";"не";"24.11.2020  16:11:51";"";"80";"80";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"243";"Баркод скенер NLS-HR1550";"броя";"0.000";"300";"0";"0";"144";"0";"-52";"";"";"";"";"не";"";"";"250";"0";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"244";"SSD 128GB UNION MEMORY AV310";"броя";"0.000";"0";"0";"0";"0";"0";"";"";"";"";"";"не";"10.04.2024  18:26:45";"";"0";"0";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"245";"Етикети Office 1, 297x210mm, 100л. (100бр.)";"броя";"0.000";"14.39";"0";"14.39";"22";"0";"52.88";"";"";"";"";"не";"";"";"11.99";"11.99";"";"0";"";"";"";"";"КООПЕРАЦИЯ ПАНДА";"";"";"";"";"";"3800052723714";"Етикети"
"Грешно";"Склад";"Материал";"246";"Копирна хартия Svetocopy A4, 80 гр. оп.500";"броя";"0.000";"5.87";"0";"5.87";"7.2";"0";"22.65";"";"";"";"";"не";"06.04.2024  21:36:20";"";"4.89";"4.89";"";"0";"";"";"";"";"О ПЛЮС ЕООД";"";"";"";"";"";"";"Копирна хартия"
"Грешно";"Склад";"Материал";"249";"Принтер. механизъм за PRP-058G";"броя";"0.000";"55.2";"0";"55.2";"70";"0";"26.81";"";"";"";"";"не";"29.01.2020  13:28:08";"";"46";"46";"";"0";"";"";"";"";"ЕЛТРЕЙД ООД";"";"";"";"";"";"";"Принтери"
"Грешно";"Склад";"Материал";"250";"Видеорекордер 8ch Penta-brid XVR1B08";"броя";"0.000";"106.46";"0";"106.46";"194";"0";"82.22";"";"";"";"";"не";"06.04.2024  21:36:20";"";"88.72";"88.72";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Записващи устройства"
"Грешно";"Склад";"Материал";"251";"HDD TEAM SSD GX1 120G 2.5INCH";"броя";"0.000";"36.36";"0";"36.36";"60";"0";"65.01";"";"";"";"";"не";"18.07.2022  10:27:29";"";"30.3";"30.3";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"ХАРД ДИСКОВЕ"
"Грешно";"Склад";"Материал";"252";"HDD TEAM SSD L3 EVO 120G 2.5INCH";"броя";"0.000";"52.14";"0";"52.14";"61.2";"0";"17.37";"";"";"";"";"не";"06.03.2020  15:43:07";"";"43.45";"43.45";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"ХАРД ДИСКОВЕ"
"Грешно";"Склад";"Материал";"255";"Лаптоп / HP ELITEBOOK 840 G1";"броя";"0.000";"300";"0";"300";"430";"0";"43.33";"";"";"";"";"не";"19.02.2020  13:04:58";"";"250";"250";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри втора употр"
"Грешно";"Склад";"Материал";"258";"Тръба гофирана LPE-2 2316";"метър";"0.000";"0.78";"0";"0.78";"1.1";"0";"41.02";"";"";"";"";"не";"06.04.2024  21:36:16";"";"0.65";"0.65";"";"0";"";"";"";"";"Баухаус България ЕООД";"";"";"";"";"";"";"Тръби"
"Грешно";"Склад";"Материал";"259";"Тръба гофирана Combo PVC";"метър";"0.000";"0.62";"0";"0.62";"0.8";"0";"29.03";"";"";"";"";"не";"06.04.2024  21:40:27";"";"0.52";"0.52";"";"0";"";"";"";"";"Баухаус България ЕООД";"";"";"";"";"";"";"Тръби"
"Грешно";"Склад";"Материал";"260";"Индустриален водо и виброустойчив DC/DC конвертор 24/12";"броя";"0.000";"32.11";"0";"32.11";"46";"0";"43.25";"";"";"";"";"не";"19.02.2020  13:45:49";"";"26.76";"26.76";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Захранвания и poe"
"Грешно";"Склад";"Материал";"261";"Захранващ блок с UPS функция 24V/60W";"броя";"0.000";"30.42";"0";"30.42";"43";"0";"41.35";"";"";"";"";"не";"28.02.2022  13:15:04";"";"25.35";"25.35";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Захранвания и poe"
"Грешно";"Склад";"Материал";"264";"Компютър Hewlett-Packard / HP Compaq dc 5800 Small Form Fact";"броя";"0.000";"120";"0";"120";"120";"0";"0";"";"";"";"";"не";"26.08.2020  18:29:34";"";"100";"100";"";"0";"";"";"";"";"""КВАНТ СЕРВИЗ"" ООД";"";"";"";"";"";"";"Компютри втора употр"
