"";"Склад";"Тип";"Номер";"Име на материал";"Мярка";"Наличност";"Средна покупна цена";"Стойност по средна доставна цена";"Последна покупна цена";"Продажна цена";"Сума пр.цени";"Среден % надценка";"Основен доставчик";"Основен доставчик - обект";"Основен доставчик - лице за контакт";"Производител";"Блокиран";"Дата на последна промяна";"Спецификация";"Средна покупна цена без ДДС";"Последна покупна цена без ДДС";"Вид на продукта";"Промоции";"Договорена покупна цена";"Договорена покупна цена % то";"Договорена покупна цена от дата";"Договорена покупна цена до дата";"Последен доставчик";"Последен доставчик Oбект";"Последен доставчик Лице за контакт";"Алтернативен доставчик";"Алтернативен доставчик Oбект";"Алтернативен доставчик Лице за контакт";"Баркод";"Категории"
"Грешно";"Склад";"Материал";"514";"TV Стойка Vivanco 871259";"броя";"0.000";"18.99";"0";"18.99";"26";"0";"36.91";"";"";"";"";"не";"21.12.2022  17:14:32";"";"15.83";"15.83";"";"0";"";"";"";"";"ТЕХНОПОЛИС БЪЛГАРИЯ ЕАД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"515";"Кабел TV K172 MON15M/M 10";"броя";"0.000";"26.9";"0";"28.9";"39";"0";"44.98";"";"";"";"";"не";"07.04.2024  10:18:25";"";"22.42";"24.08";"";"0";"";"";"";"";"РАДИМЕКС ЕООД";"";"";"";"";"";"";"Кабели"
"Грешно";"Склад";"Материал";"516";"FLASH 64GB USB3.2 DTX KINGSTON";"броя";"0.000";"12.74";"0";"12.74";"17.84";"0";"40.03";"";"";"";"";"не";"10.04.2024  18:26:47";"";"10.62";"10.62";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"ХАРД ДИСКОВЕ"
"Грешно";"Склад";"Материал";"517";"Дисплей Темпо Софт";"броя";"0.000";"50";"0";"50";"100";"0";"100";"";"";"";"";"не";"04.03.2021  16:24:24";"";"41.67";"41.67";"";"0";"";"";"";"";"ТЕМПО СОФТ - ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"518";"LT-286 РАМКА ЗА ПРИНТЕР";"броя";"0.000";"7.22";"0";"6.36";"15";"0";"107.75";"";"";"";"";"не";"07.04.2024  10:18:25";"";"6.02";"5.3";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"519";"МОН-15-TFT / BENQ Q5C3";"броя";"0.000";"25";"0";"25";"50";"0";"100";"";"";"";"";"не";"07.04.2024  10:18:25";"";"20.83";"20.83";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"521";"RAM 8GB DDR4 3200 KINGSTON SODIMM";"броя";"0.000";"41.51";"0";"41.51";"60";"0";"44.54";"";"";"";"";"не";"09.05.2024  18:36:20";"";"34.59";"34.59";"";"0";"";"";"";"";"МОСТ КОМПЮТЪРС ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"524";"Тапа за софтуер ""Елтрейд"" USB";"броя";"0.000";"30";"0";"30";"25";"0";"-16.66";"";"";"";"";"не";"07.04.2024  10:18:25";"";"25";"25";"";"0";"";"";"";"";"ЕЛТРЕЙД ООД";"";"";"";"";"";"";"Услуги"
"Грешно";"Склад";"Материал";"525";"Абонамент сервизна програма вер. 2";"броя";"0.000";"7.2";"0";"7.2";"6";"0";"-16.66";"";"";"";"";"не";"06.04.2024  21:40:27";"";"6";"6";"";"0";"";"";"";"";"ЕЛТРЕЙД ООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"526";"Фискално у-во Datecs BC-50MX";"броя";"0.000";"309.6";"0";"309.6";"525.6";"0";"69.76";"";"";"";"";"не";"21.03.2025  15:29:42";"";"258";"258";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"89359032300203417167";"Фискални устройства"
"Грешно";"Склад";"Материал";"528";"Памет компютър";"броя";"0.000";"10";"0";"10";"20";"0";"100";"";"";"";"";"не";"07.04.2024  10:18:25";"";"8.33";"8.33";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"530";"LAN TENDA AC8 WL GB AC1200 ROUTER";"броя";"0.000";"47.4";"0";"47.4";"54";"0";"13.92";"";"";"";"";"не";"08.04.2021  14:54:46";"";"39.5";"39.5";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"532";"USB Conn micro B type";"броя";"0.000";"1.75";"0";"1.75";"3.5";"0";"100";"";"";"";"";"не";"12.09.2022  20:54:04";"";"1.46";"1.46";"";"0";"";"";"";"";"ДЕЙЗИ СЕРВИЗ - ООД";"";"";"";"";"";"";"Букси"
"Грешно";"Склад";"Материал";"536";"Камера HDCVI, 2MP, 3.6mm, IR 30m,HAC-HDW1200M-0360B-S4";"броя";"0.000";"0";"0";"0";"63.37";"0";"";"";"";"";"";"не";"03.04.2024  16:09:20";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Камери hdcvi"
"Грешно";"Склад";"Материал";"537";"POS МОНИТОР 15"" NIXDORF BA83A";"броя";"0.000";"145";"0";"145";"360";"0";"148.27";"";"";"";"";"не";"02.06.2021  11:41:35";"";"120.83";"120.83";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"538";"ПЛАТКА ЛОГИКА EVL+ПОЛУФ";"броя";"0.000";"96";"0";"96";"115.2";"0";"20";"";"";"";"";"не";"29.05.2024  13:38:12";"";"80";"80";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"ЧАСТИ"
"Грешно";"Склад";"Материал";"539";"Съвместим тонер HP19AADPVM";"броя";"0.000";"48";"0";"48";"72";"0";"50";"";"";"";"";"не";"24.03.2021  13:43:27";"";"40";"40";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"540";"Компютър / DELL OPTIPLEX 3020 MT";"броя";"0.000";"330";"0";"330";"390";"0";"18.18";"";"";"";"";"не";"25.03.2021  12:08:55";"";"275";"275";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"541";"RG112 COAX CABLE-24 см (SMA.)";"броя";"0.000";"21.48";"0";"21.48";"44";"0";"104.84";"";"";"";"";"не";"06.06.2024  18:26:19";"";"17.9";"17.9";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"543";"Съвместим тонер HP217A";"броя";"0.000";"36";"0";"36";"49";"0";"36.11";"";"";"";"";"не";"02.04.2021  11:07:35";"";"30";"30";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"544";"Rotronic адаптер с кабел HDMI M/VGA F/S3200-10";"броя";"0.000";"16.4";"0";"16.4";"25.6";"0";"56.09";"";"";"";"";"не";"07.04.2024  10:18:25";"";"13.67";"13.67";"";"0";"";"";"";"";"Комел Софт Мултимедия ЕООД";"";"";"";"";"";"";"Кабели"
"Грешно";"Склад";"Материал";"545";"UPS RPT-1003DU 1000VA/AVR/USB";"броя";"0.000";"132.89";"0";"132.89";"154";"0";"15.88";"";"";"";"";"не";"07.04.2021  9:06:34";"";"110.74";"110.74";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"UPS"
"Грешно";"Склад";"Материал";"546";"АНТЕНА GPRS УСИЛВАТЕЛ";"броя";"0.000";"21.12";"0";"21.12";"42";"0";"98.86";"";"";"";"";"не";"06.06.2024  18:26:20";"";"17.6";"17.6";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";""
"Грешно";"Склад";"Материал";"547";"КОМПЮТЪР / FUJITSU ESPRIMO C910 win10Pro";"броя";"0.000";"250";"0";"250";"410";"0";"64";"";"";"";"";"не";"06.04.2024  17:37:21";"";"208.33";"208.33";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"548";"Клиентски дисплей Posiflex PD-320UE USB";"броя";"0.000";"95.04";"0";"95.04";"125";"0";"31.52";"";"";"";"";"не";"20.04.2021  10:04:48";"";"79.2";"79.2";"";"0";"";"";"";"";"ЕГЕ ГРУП - ООД";"";"";"";"";"";"";"Периферия"
"Грешно";"Склад";"Материал";"549";"Бутони TS 064 TS-4";"броя";"0.000";"0.72";"0";"0.72";"1.5";"0";"108.33";"";"";"";"";"не";"07.04.2024  10:18:25";"";"0.6";"0.6";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"550";"Рутер TP link TL-WR841N 300Mbps";"броя";"0.000";"34.99";"0";"34.99";"55";"0";"57.18";"";"";"";"";"не";"11.07.2022  11:54:36";"";"29.16";"29.16";"";"0";"";"";"";"";"ТЕХНОПОЛИС БЪЛГАРИЯ ЕАД";"";"";"";"";"";"";"Рутер"
"Грешно";"Склад";"Материал";"551";"ТОНКОЛОНИ CYBERLIFE SL-150 (2.0)";"броя";"0.000";"29.9";"0";"29.9";"40";"0";"33.77";"";"";"";"";"не";"12.11.2021  15:43:56";"";"24.92";"24.92";"";"0";"";"";"";"";"ЕЛИМЕКС ИНЖЕНЕРИНГ - ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"552";"DIVA USB A-B PRINTER CABLE 3.0M";"броя";"0.000";"3.49";"0";"3.49";"3.6";"0";"3.15";"";"";"";"";"не";"22.04.2021  12:23:09";"";"2.91";"2.91";"";"0";"";"";"";"";"Техномаркет България - ЕАД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"553";"GOLDEN BRACKET 24 AV METAL SHELF";"броя";"0.000";"24.98";"0";"24.98";"26";"0";"4.08";"";"";"";"";"не";"22.04.2021  12:23:09";"";"20.82";"20.82";"";"0";"";"";"";"";"Техномаркет България - ЕАД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"555";"ЛАПТОП/DELL 5490 сер.No:HZQ28Y2";"броя";"0.000";"0";"0";"0";"400";"0";"";"";"";"";"";"не";"11.06.2024  12:57:29";"";"0";"0";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"556";"Съвместим тонер HP 85A";"броя";"0.000";"24";"0";"24";"45";"0";"87.5";"";"";"";"";"не";"27.04.2021  9:33:06";"";"20";"20";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"557";"Дюбел за гипс тип пеперуда + винт 10";"броя";"0.000";"1.69";"0";"1.69";"1.8";"0";"6.5";"";"";"";"";"не";"27.04.2021  13:01:28";"";"1.41";"1.41";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"558";"Винт за дърво 3.5 х 16/80 бр.";"броя";"0.000";"1.69";"0";"1.69";"1.8";"0";"6.5";"";"";"";"";"не";"27.04.2021  13:01:28";"";"1.41";"1.41";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"559";"Конзола triangle Б 190х190мм";"броя";"0.000";"6.49";"0";"6.49";"7.2";"0";"10.93";"";"";"";"";"не";"27.04.2021  13:01:28";"";"5.41";"5.41";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"560";"Кантариране на ПДЧ плоскости";"броя";"0.000";"1.07";"0";"1.07";"1.2";"0";"12.14";"";"";"";"";"не";"27.04.2021  13:01:28";"";"0.89";"0.89";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Услуги"
"Грешно";"Склад";"Материал";"561";"Кант за машина 22 х1 3мм бял";"броя";"0.000";"1.35";"0";"1.35";"1.5";"0";"11.11";"";"";"";"";"не";"27.04.2021  13:01:29";"";"1.13";"1.13";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Услуги"
"Грешно";"Склад";"Материал";"562";"Нарязване на плоскост";"броя";"0.000";"1";"0";"1";"1.2";"0";"20";"";"";"";"";"не";"27.04.2021  13:01:29";"";"0.83";"0.83";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Услуги"
"Грешно";"Склад";"Материал";"563";"Ламиниране ПДЧ М2 Б 0,103";"броя";"0.000";"1.75";"0";"1.75";"1.9";"0";"8.57";"";"";"";"";"не";"27.04.2021  13:01:30";"";"1.46";"1.46";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Услуги"
"Грешно";"Склад";"Материал";"564";"Мишка и клавиатура Esperanza L Iberty EK12/WLESS";"броя";"0.000";"45";"0";"45";"60.8";"0";"35.11";"";"";"";"";"не";"27.04.2021  13:01:30";"";"37.5";"37.5";"";"0";"";"";"";"";"ТЕХНОПОЛИС БЪЛГАРИЯ ЕАД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"565";"EPT 58*43 Бизерба 1040 без печ";"броя";"0.000";"7.08";"0";"7.08";"12";"0";"69.49";"";"";"";"";"не";"06.04.2024  17:37:22";"";"5.9";"5.9";"";"0";"";"";"";"";"ЕЛТРЕЙД ООД";"";"";"";"";"";"3800135933108";"Ролки"
"Грешно";"Склад";"Материал";"566";"ЕРТ 58*52- 860 ет/p";"броя";"0.000";"7.08";"0";"7.08";"8.8";"0";"24.29";"";"";"";"";"не";"06.04.2024  17:37:23";"";"5.9";"5.9";"";"0";"";"";"";"";"ЕЛТРЕЙД ООД";"";"";"";"";"";"3800135936109";"Ролки"
"Грешно";"Склад";"Материал";"567";"К-т VI / 4xDS-2CE56D0T-IRMF(C)+1xDS-7104HQHI-K1(S) куп. кам.";"броя";"0.000";"42.36";"0";"42.36";"44";"0";"3.87";"";"";"";"";"не";"07.04.2024  10:18:25";"";"35.3";"35.3";"";"0";"";"";"";"";"СЕКТРОН - ООД";"";"";"";"";"";"";"Видеонаблюдение"
"Грешно";"Склад";"Материал";"568";"DS-7104HQHI-K1(S) 4 кан. Turbo HD DVR аларми";"броя";"0.000";"105.34";"0";"105.34";"104";"0";"-1.27";"";"";"";"";"не";"07.04.2024  10:18:25";"";"87.78";"87.78";"";"0";"";"";"";"";"СЕКТРОН - ООД";"";"";"";"";"";"";"Записващи устройства"
"Грешно";"Склад";"Материал";"570";"Съвместим тонер xerox 3025";"броя";"0.000";"42";"0";"42";"60";"0";"42.85";"";"";"";"";"не";"07.04.2024  10:18:25";"";"35";"35";"";"0";"";"";"";"";"ЕЛИТ 79 ЕООД";"";"";"";"";"";"";"Тонери"
"Грешно";"Склад";"Материал";"571";"Камера dome IP, Eyebal, 2MP, IPC-HDW1230S-0280B-S5";"броя";"0.000";"71.2";"0";"68.06";"139";"0";"95.22";"";"";"";"";"не";"06.04.2024  17:37:22";"";"59.34";"56.72";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Видеонаблюдение"
"Грешно";"Склад";"Материал";"572";"Такса абонаментен договор за СИМ Тремол 3 месеца";"броя";"0.000";"0";"0";"0";"52";"0";"";"";"";"";"";"не";"06.04.2024  21:36:20";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Касови апарати"
"Грешно";"Склад";"Материал";"573";"Клещи комбинирани 175 мм ТМР";"броя";"0.000";"8.28";"0";"8.28";"11.6";"0";"40.09";"";"";"";"";"не";"07.04.2024  10:18:25";"";"6.9";"6.9";"";"0";"";"";"";"";"ИВДА - ГЕО ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"574";"Баркод скенер NLS-FM100";"броя";"0.000";"0";"0";"0";"130";"0";"";"";"";"";"";"не";"06.04.2024  21:36:18";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Баркод скенер"
"Грешно";"Склад";"Материал";"575";"FLASH 256GB USB3 UE700PRO ADATA";"броя";"0.000";"74.48";"0";"74.48";"80";"0";"7.41";"";"";"";"";"не";"07.04.2024  10:18:26";"";"62.07";"62.07";"";"0";"";"";"";"";"СММ-97 ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"576";"Адаптер 5V 1.5A";"броя";"0.000";"17.02";"0";"17.02";"18.9";"0";"11.04";"";"";"";"";"не";"28.05.2021  17:58:54";"";"14.18";"14.18";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Адаптер"
"Грешно";"Склад";"Материал";"577";"АДАПТЕР USED DELL 65W/7.4mm*5.0mm";"броя";"0.000";"0";"0";"0";"0";"0";"";"";"";"";"";"не";"11.06.2024  12:57:29";"";"0";"0";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"578";"Монитор Elo ET1915L-8CWA-1-G 19'' Touch";"броя";"0.000";"1260";"0";"1260";"1436.4";"0";"14";"";"";"";"";"не";"02.06.2021  11:42:45";"";"1050";"1050";"";"0";"";"";"";"";"ТЕХ ВИЖЪН ЕООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"580";"NOTEBOOK LENOVO IP3-14IGL05";"броя";"0.000";"499.91";"0";"499.91";"599.99";"0";"20.01";"";"";"";"";"не";"03.09.2021  9:41:35";"";"416.59";"416.59";"";"0";"";"";"";"";"МОСТ КОМПЮТЪРС ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"581";"Батерия LONG WPL5-12 12V 5Ah";"броя";"0.000";"38";"0";"38";"48";"0";"26.31";"";"";"";"";"не";"06.04.2024  21:36:16";"";"31.67";"31.67";"";"0";"";"";"";"";"БАТЕРИ ЦЕНТЪР ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"582";"SD карта 16/32 GB Микро CL10";"броя";"0.000";"17.14";"0";"16.56";"30";"0";"75.02";"";"";"";"";"не";"07.04.2024  10:18:26";"";"14.28";"13.8";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"583";"NOTEBOOK LENOVO IP5-14IIL05";"броя";"0.000";"1408.2";"0";"1408.2";"1582.8";"0";"12.39";"";"";"";"";"не";"15.06.2021  14:11:32";"";"1173.5";"1173.5";"";"0";"";"";"";"";"МОСТ КОМПЮТЪРС ООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"584";"MONITOR ACER 21.5 UT222QBMIP IPS";"броя";"0.000";"422.46";"0";"422.46";"473.87";"0";"12.16";"";"";"";"";"не";"06.04.2024  21:26:16";"";"352.05";"352.05";"";"0";"";"";"";"";"МОСТ КОМПЮТЪРС ООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"585";"POS МОНИТОР 17'' ELO ET1717L";"броя";"0.000";"270";"0";"270";"390";"0";"44.44";"";"";"";"";"не";"06.04.2024  21:26:15";"";"225";"225";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"587";"Панел пулт EVL-T/BG/RO/SR/MAK./";"броя";"0.000";"18";"0";"18";"27";"0";"50";"";"";"";"";"не";"22.06.2021  9:50:52";"";"15";"15";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"Електронни везни"
"Грешно";"Склад";"Материал";"588";"Платка пулт Т полуф.";"броя";"0.000";"24";"0";"24";"36";"0";"50";"";"";"";"";"не";"22.06.2021  9:50:52";"";"20";"20";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"Електронни везни"
"Грешно";"Склад";"Материал";"589";"Персонализация на карти";"броя";"0.000";"0.6";"0";"0.6";"0.6";"0";"0";"";"";"";"";"не";"06.04.2024  17:37:23";"";"0.5";"0.5";"";"0";"";"";"";"";"КАРТИ - ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"591";"КОМПЮТЪР / FUJITSU ESPRIMO C910";"броя";"0.000";"249.23";"0";"250";"350";"0";"40.43";"";"";"";"";"не";"06.04.2024  21:26:15";"";"207.69";"208.33";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Компютри"
"Грешно";"Склад";"Материал";"592";"Захранващ блок 3А S-012-3000";"броя";"0.000";"15.45";"0";"16.78";"27";"0";"74.75";"";"";"";"";"не";"07.04.2024  10:18:26";"";"12.87";"13.98";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Захранвания и poe"
"Грешно";"Склад";"Материал";"593";"МОН-23-TFT DELL U2312HMt втора употреба";"броя";"0.000";"150";"0";"140";"260";"0";"73.33";"";"";"";"";"не";"06.04.2024  21:26:14";"";"125";"116.67";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Монитори"
"Грешно";"Склад";"Материал";"594";"ThinkPad 65W adapter (USB Type-C)";"броя";"0.000";"79";"0";"79";"103";"0";"30.37";"";"";"";"";"не";"24.06.2021  17:50:09";"";"65.83";"65.83";"";"0";"";"";"";"";"АЙ БИ ЕС - БЪЛГАРИЯ - ЕООД";"";"";"";"";"";"";"Адаптер"
"Грешно";"Склад";"Материал";"596";"K009201A_V01";"броя";"0.000";"18.83";"0";"18.12";"30";"0";"59.32";"";"";"";"";"не";"07.04.2024  10:18:26";"";"15.69";"15.1";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"597";"SD CARD 4 G/8 G";"броя";"0.000";"16.8";"0";"16.8";"35";"0";"108.33";"";"";"";"";"не";"29.06.2021  12:44:10";"";"14";"14";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"598";"БАТЕРИЯ ML COIN 3V/17mAh";"броя";"0.000";"6.72";"0";"6.72";"12";"0";"78.57";"";"";"";"";"не";"17.06.2024  18:04:28";"";"5.6";"5.6";"";"0";"";"";"";"";"ДАТЕКС ООД";"";"";"";"";"";"";"Датекс"
"Грешно";"Склад";"Материал";"599";"Захранване DC12V2A PFM300";"броя";"0.000";"13.14";"0";"13.14";"15";"0";"14.15";"";"";"";"";"не";"07.04.2024  10:18:26";"";"10.95";"10.95";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Захранвания и poe"
"Грешно";"Склад";"Материал";"600";"Нефискален принтер Daisy RP58";"броя";"0.000";"0";"0";"0";"154.8";"0";"";"";"";"";"";"не";"17.03.2022  14:38:03";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"ПОС принтери"
"Грешно";"Склад";"Материал";"601";"Кабел KBR 2*0.50 SP R/B";"метър";"0.000";"0.76";"0";"0.76";"1.2";"0";"57.89";"";"";"";"";"не";"13.07.2021  9:30:36";"";"0.63";"0.63";"";"0";"";"";"";"";"РАДИМЕКС ЕООД";"";"";"";"";"";"";"Кабели"
"Грешно";"Склад";"Материал";"603";"Свредло HSS DIN 1869 екстра дълго 6.0х260х180";"броя";"0.000";"25.36";"0";"25.36";"38.1";"0";"50.23";"";"";"";"";"не";"07.04.2024  10:18:26";"";"21.13";"21.13";"";"0";"";"";"";"";"НОВОМЕТ КГ - ООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"605";"Търговска везна S300F 6kg, 15kg, 30kg";"броя";"0.000";"235.2";"0";"235.2";"294";"0";"25";"";"";"";"";"не";"19.12.2022  15:21:20";"";"196";"196";"";"0";"";"";"";"";"ЕЛИКОМ ЕЛЕКТРОНИК -ГЕОРГИЕВ КД";"";"";"";"";"";"";"Електронни везни"
"Грешно";"Склад";"Материал";"606";"Камера Eyeball HDCVI, 2MP, HAC-HDW1200M-0280B-S4";"броя";"0.000";"47.32";"0";"47.32";"65.71";"0";"38.86";"";"";"";"";"не";"07.04.2024  10:18:26";"";"39.43";"39.43";"";"0";"";"";"";"";"СисТех България ООД";"";"";"";"";"";"";"Видеонаблюдение"
"Грешно";"Склад";"Материал";"608";"Кутия 85 х 85 IP54 OP113";"броя";"0.000";"1.21";"0";"1.21";"2.5";"0";"106.61";"";"";"";"";"не";"07.04.2024  10:18:26";"";"1.01";"1.01";"";"0";"";"";"";"";"ПЛАММАТ ООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"609";"Кутия IP67 110x110x55 BR 770";"броя";"0.000";"3.62";"0";"3.62";"7.3";"0";"101.65";"";"";"";"";"не";"07.04.2024  10:18:26";"";"3.02";"3.02";"";"0";"";"";"";"";"ПЛАММАТ ООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"610";"Щепсел гумиран";"броя";"0.000";"1.61";"0";"1.61";"3.3";"0";"104.96";"";"";"";"";"не";"07.04.2024  10:18:26";"";"1.34";"1.34";"";"0";"";"";"";"";"ПЛАММАТ ООД";"";"";"";"";"";"";"Кутии и канали"
"Грешно";"Склад";"Материал";"611";"Мрежов контролер";"броя";"0.000";"3";"0";"3";"10";"0";"233.33";"";"";"";"";"не";"23.07.2021  17:24:15";"";"2.5";"2.5";"";"0";"";"";"";"";"РИЪЛ ВИЖЪН ИТ ЕООД";"";"";"";"";"";"";"Видеонаблюдение"
"Грешно";"Склад";"Материал";"612";"Мишка + клавиатура Canyon CNS-HSETW3-BG";"броя";"0.000";"34.99";"0";"34.99";"45";"0";"28.6";"";"";"";"";"не";"07.04.2024  10:18:26";"";"29.16";"29.16";"";"0";"";"";"";"";"Техномаркет България - ЕАД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"613";"Дюбел ерсален";"броя";"0.000";"0.1";"0";"0.1";"16.8";"0";"16700";"";"";"";"";"не";"06.04.2024  17:37:23";"";"0.08";"0.08";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"614";"Винт двуходов";"броя";"0.000";"0.05";"0";"0.05";"4.3";"0";"8500";"";"";"";"";"не";"06.04.2024  17:37:23";"";"0.04";"0.04";"";"0";"";"";"";"";"ПРАКТИКЕР РИТЕЙЛ ЕООД";"";"";"";"";"";"";"Компоненти и части"
"Грешно";"Склад";"Материал";"615";"Касов апарат Daisy Compact M мобилен";"броя";"0.000";"0";"0";"0";"274.8";"0";"";"";"";"";"";"не";"28.07.2023  15:51:59";"";"0";"0";"";"0";"";"";"";"";"";"";"";"";"";"";"";"Касови апарати"
